,DEPARTAMENTO,PROVINCIA,DISTRITO,distr_prov
0,AMAZONAS,BAGUA,ARAMANGO,9.17
1,AMAZONAS,BAGUA,BAGUA,55.05
2,AMAZONAS,BAGUA,COPALLIN,3.67
3,AMAZONAS,BAGUA,IMAZA,22.02
4,AMAZONAS,BAGUA,LA PECA,10.09
5,AMAZONAS,BONGARA,CHURUJA,13.33
6,AMAZONAS,BONGARA,JAZAN,60.0
7,AMAZONAS,BONGARA,JUMBILLA,6.67
8,AMAZONAS,BONGARA,SAN CARLOS,6.67
9,AMAZONAS,BONGARA,VALERA,6.67
10,AMAZONAS,BONGARA,YAMBRASBAMBA,6.67
11,AMAZONAS,CHACHAPOYAS,BALSAS,2.27
12,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,70.45
13,AMAZONAS,CHACHAPOYAS,CHUQUIBAMBA,4.55
14,AMAZONAS,CHACHAPOYAS,HUANCAS,2.27
15,AMAZONAS,CHACHAPOYAS,LA JALCA,4.55
16,AMAZONAS,CHACHAPOYAS,LEIMEBAMBA,2.27
17,AMAZONAS,CHACHAPOYAS,MAGDALENA,2.27
18,AMAZONAS,CHACHAPOYAS,MARISCAL CASTILLA,2.27
19,AMAZONAS,CHACHAPOYAS,MONTEVIDEO,2.27
20,AMAZONAS,CHACHAPOYAS,SOLOCO,6.82
21,AMAZONAS,CONDORCANQUI,EL CENEPA,13.64
22,AMAZONAS,CONDORCANQUI,NIEVA,59.09
23,AMAZONAS,CONDORCANQUI,RIO SANTIAGO,27.27
24,AMAZONAS,LUYA,CAMPOREDONDO,4.55
25,AMAZONAS,LUYA,CAMPORREDONDO,4.55
26,AMAZONAS,LUYA,COCABAMBA,4.55
27,AMAZONAS,LUYA,LAMUD,18.18
28,AMAZONAS,LUYA,LONYA CHICO,4.55
29,AMAZONAS,LUYA,LUYA,22.73
30,AMAZONAS,LUYA,PISUQUIA,9.09
31,AMAZONAS,LUYA,SAN JERONIMO,4.55
32,AMAZONAS,LUYA,SANTO TOMAS,4.55
33,AMAZONAS,LUYA,TINGO,18.18
34,AMAZONAS,LUYA,TRITA,4.55
35,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL,6.25
36,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO,6.25
37,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA,6.25
38,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR,6.25
39,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES,12.5
40,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA,12.5
41,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS,50.0
42,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,82.65
43,AMAZONAS,UTCUBAMBA,CAJARURO,12.24
44,AMAZONAS,UTCUBAMBA,CUMBA,1.02
45,AMAZONAS,UTCUBAMBA,EL MILAGRO,1.02
46,AMAZONAS,UTCUBAMBA,JAMALCA,2.04
47,AMAZONAS,UTCUBAMBA,YAMON,1.02
48,ANCASH,AIJA,CORIS,16.67
49,ANCASH,AIJA,HUACLLAN,16.67
50,ANCASH,AIJA,LA MERCED,66.67
51,ANCASH,ASUNCION,ACOCHACA,50.0
52,ANCASH,ASUNCION,CHACAS,50.0
53,ANCASH,BOLOGNESI,AQUIA,5.26
54,ANCASH,BOLOGNESI,CAJACAY,5.26
55,ANCASH,BOLOGNESI,CHIQUIAN,42.11
56,ANCASH,BOLOGNESI,COLQUIOC,10.53
57,ANCASH,BOLOGNESI,HUALLANCA,10.53
58,ANCASH,BOLOGNESI,HUAYLLACAYAN,5.26
59,ANCASH,BOLOGNESI,LA PRIMAVERA,10.53
60,ANCASH,BOLOGNESI,MANGAS,5.26
61,ANCASH,BOLOGNESI,PACLLON,5.26
62,ANCASH,CARHUAZ,ACOPAMPA,4.17
63,ANCASH,CARHUAZ,ANTA,8.33
64,ANCASH,CARHUAZ,CARHUAZ,45.83
65,ANCASH,CARHUAZ,MARCARA,8.33
66,ANCASH,CARHUAZ,SAN MIGUEL DE ACO,4.17
67,ANCASH,CARHUAZ,SHILLA,4.17
68,ANCASH,CARHUAZ,TINCO,16.67
69,ANCASH,CARHUAZ,YUNGAR,8.33
70,ANCASH,CARLOS FERMIN FITZCARRALD,SAN NICOLAS,100.0
71,ANCASH,CASMA,BUENA VISTA ALTA,3.45
72,ANCASH,CASMA,CASMA,83.91
73,ANCASH,CASMA,COMANDANTE NOEL,3.45
74,ANCASH,CASMA,YAUTAN,9.2
75,ANCASH,CORONGO,CUSCA,33.33
76,ANCASH,CORONGO,YANAC,33.33
77,ANCASH,CORONGO,YUPAN,33.33
78,ANCASH,HUARAZ,COCHABAMBA,0.45
79,ANCASH,HUARAZ,COLCABAMBA,0.45
80,ANCASH,HUARAZ,HUANCHAY,0.45
81,ANCASH,HUARAZ,HUARAZ,58.04
82,ANCASH,HUARAZ,INDEPENDENCIA,29.91
83,ANCASH,HUARAZ,JANGAS,0.89
84,ANCASH,HUARAZ,OLLEROS,1.79
85,ANCASH,HUARAZ,PAMPAS GRANDE,0.45
86,ANCASH,HUARAZ,PARIACOTO,3.12
87,ANCASH,HUARAZ,PIRA,1.79
88,ANCASH,HUARAZ,TARICA,2.68
89,ANCASH,HUARI,ANRA,7.69
90,ANCASH,HUARI,CAJAY,3.85
91,ANCASH,HUARI,CHAVIN DE HUANTAR,19.23
92,ANCASH,HUARI,HUACCHIS,3.85
93,ANCASH,HUARI,HUACHIS,15.38
94,ANCASH,HUARI,HUARI,11.54
95,ANCASH,HUARI,MASIN,3.85
96,ANCASH,HUARI,PONTO,11.54
97,ANCASH,HUARI,SAN MARCOS,11.54
98,ANCASH,HUARI,SAN PEDRO DE CHANA,3.85
99,ANCASH,HUARI,UCO,7.69
100,ANCASH,HUARMEY,CULEBRAS,3.7
101,ANCASH,HUARMEY,HUARMEY,87.04
102,ANCASH,HUARMEY,HUAYAN,3.7
103,ANCASH,HUARMEY,MALVAS,5.56
104,ANCASH,HUAYLAS,CARAZ,60.47
105,ANCASH,HUAYLAS,HUALLANCA,4.65
106,ANCASH,HUAYLAS,HUATA,2.33
107,ANCASH,HUAYLAS,HUAYLAS,4.65
108,ANCASH,HUAYLAS,MATO,9.3
109,ANCASH,HUAYLAS,PAMPAROMAS,2.33
110,ANCASH,HUAYLAS,PUEBLO LIBRE,6.98
111,ANCASH,HUAYLAS,SANTA CRUZ,2.33
112,ANCASH,HUAYLAS,SANTO TORIBIO,2.33
113,ANCASH,HUAYLAS,YURACMARCA,4.65
114,ANCASH,MARISCAL LUZURIAGA,CASCA,33.33
115,ANCASH,MARISCAL LUZURIAGA,LLUMPA,33.33
116,ANCASH,MARISCAL LUZURIAGA,PISCOBAMBA,33.33
117,ANCASH,OCROS,ACAS,50.0
118,ANCASH,OCROS,LLIPA,25.0
119,ANCASH,OCROS,SAN CRISTOBAL DE RAJAN,25.0
120,ANCASH,PALLASCA,CABANA,11.11
121,ANCASH,PALLASCA,CONCHUCOS,11.11
122,ANCASH,PALLASCA,HUANDOVAL,11.11
123,ANCASH,PALLASCA,PAMPAS,33.33
124,ANCASH,PALLASCA,SANTA ROSA,11.11
125,ANCASH,PALLASCA,TAUCA,22.22
126,ANCASH,POMABAMBA,HUAYLLAN,12.5
127,ANCASH,POMABAMBA,PAROBAMBA,25.0
128,ANCASH,POMABAMBA,POMABAMBA,62.5
129,ANCASH,RECUAY,CATAC,8.0
130,ANCASH,RECUAY,COTAPARACO,4.0
131,ANCASH,RECUAY,HUAYLLAPAMPA,4.0
132,ANCASH,RECUAY,LLACLLIN,8.0
133,ANCASH,RECUAY,MARCA,4.0
134,ANCASH,RECUAY,PAMPAS CHICO,4.0
135,ANCASH,RECUAY,PARARIN,4.0
136,ANCASH,RECUAY,RECUAY,40.0
137,ANCASH,RECUAY,TICAPAMPA,24.0
138,ANCASH,SANTA,CACERES DEL PERU,0.26
139,ANCASH,SANTA,CHIMBOTE,66.52
140,ANCASH,SANTA,COISHCO,4.73
141,ANCASH,SANTA,MACATE,0.26
142,ANCASH,SANTA,MORO,0.69
143,ANCASH,SANTA,NEPEÑA,2.58
144,ANCASH,SANTA,NUEVO CHIMBOTE,19.1
145,ANCASH,SANTA,SAMANCO,1.12
146,ANCASH,SANTA,SANTA,4.73
147,ANCASH,SIHUAS,ALFONSO UGARTE,9.09
148,ANCASH,SIHUAS,CASHAPAMPA,9.09
149,ANCASH,SIHUAS,HUAYLLABAMBA,9.09
150,ANCASH,SIHUAS,QUICHES,9.09
151,ANCASH,SIHUAS,SAN JUAN,9.09
152,ANCASH,SIHUAS,SICSIBAMBA,9.09
153,ANCASH,SIHUAS,SIHUAS,45.45
154,ANCASH,YUNGAY,CASCAPARA,4.35
155,ANCASH,YUNGAY,MANCOS,13.04
156,ANCASH,YUNGAY,MATACOTO,4.35
157,ANCASH,YUNGAY,QUILLO,8.7
158,ANCASH,YUNGAY,SHUPLUY,8.7
159,ANCASH,YUNGAY,YANAMA,8.7
160,ANCASH,YUNGAY,YUNGAY,52.17
161,APURIMAC,ABANCAY,ABANCAY,76.8
162,APURIMAC,ABANCAY,CHACOCHE,0.8
163,APURIMAC,ABANCAY,CIRCA,0.8
164,APURIMAC,ABANCAY,CURAHUASI,5.6
165,APURIMAC,ABANCAY,LAMBRAMA,2.4
166,APURIMAC,ABANCAY,PICHIRHUA,2.4
167,APURIMAC,ABANCAY,SAN PEDRO DE CACHORA,2.4
168,APURIMAC,ABANCAY,TAMBURCO,8.8
169,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,32.47
170,APURIMAC,ANDAHUAYLAS,ANDARAPA,3.9
171,APURIMAC,ANDAHUAYLAS,CHIARA,1.3
172,APURIMAC,ANDAHUAYLAS,HUANCARAMA,9.09
